id,nombre_original,nombre_normalizado,nombre_nlp,rut,fuente_original,tipo_institucion
8d4a2455-6f76-473e-aaca-d37a83d65a50,SOCIEDAD DE SOCORROS MUTUOS BERNARDO O'HIGGINS,SOCIEDAD DE SOCORROS MUTUOS BERNARDO O'HIGGINS,SOCIEDAD SOCORROS MUTUOS BERNARDO O'HIGGINS,75.323.200-1,PROGS,EMPRESA
eb86d3e3-95a4-4391-8a2d-9f1241402400,CLUB DE ADULTO MAYOR JUAN PABLO II DE COYANCO,CLUB DE ADULTO MAYOR JUAN PABLO II DE COYANCO,CLUB JUAN PABLO II COYANCO,65.521.520-4,PROGS,OSC
dec57829-fbfa-4403-a655-889ade9a456b,CLUB ADULTO MAYOR FRATERNIDAD DE BUENOS AIRES,CLUB ADULTO MAYOR FRATERNIDAD DE BUENOS AIRES,CLUB FRATERNIDAD BUENOS AIRES,65.471.410-K,PROGS,OSC
8a67ee9c-9e0b-4043-8eb9-481476ae4330,CENTRO DE PADRES Y APODERADOS REINO DE SUECIA,CENTRO DE PADRES Y APODERADOS REINO DE SUECIA,CENTRO PADRES APODERADOS REINO SUECIA,75.162.500-6,PROGS,OSC
501102a2-d605-44d1-be09-0730c952ef98,AGRUPACIÓN CULTURAL CÍRCULO LITERARIO COELEMU,AGRUPACIÓN CULTURAL CÍRCULO LITERARIO COELEMU,AGRUPACIÓN CÍRCULO LITERARIO COELEMU,65.166.363-6,PROGS,OSC
c07bfeb4-cdee-44ed-87e3-813339088b86,CLUB DEPORTIVO Y CULTURAL AMANECER DE MONTAÑA,CD Y CULTURAL AMANECER DE MONTAÑA,CD AMANECER MONTAÑA,65.194.121-0,PROGS,OSC
aff23452-0951-4247-b22f-be4f6e62fc1b,CENTRO GENERAL DE PADRES LICEO C-91 DE NINHUE,CENTRO GENERAL DE PADRES LICEO C-91 DE NINHUE,CENTRO PADRES LICEO C 91 NINHUE,65.722.210-0,PROGS,OTROS
ca818026-b468-4e5f-ac03-11ec64aef242,GRUPO DE AUTOAYUDA LA ESPERANZA DE QUIRIQUINA,GRUPO DE AUTOAYUDA LA ESPERANZA DE QUIRIQUINA,GRUPO AUTOAYUDA ESPERANZA QUIRIQUINA,65.107.457-6,PROGS,OTROS
96977db4-da3b-40c9-b59d-b00b14655058,AGRUPACION DE MUJERES CAMPESINAS LA ESPERANZA,AGRUPACION DE MUJERES CAMPESINAS LA ESPERANZA,AGRUPACION MUJERES CAMPESINAS ESPERANZA,53.334.820-3,PROGS,OSC
b2cb520d-1058-4614-a617-6cf1f4ce3006,COMITE FEMENINO LOS VECINOS DE LOS TORONJILES,COMITE FEMENINO LOS VECINOS DE LOS TORONJILES,COMITE FEMENINO VECINOS TORONJILES,65.713.530-5,PROGS,OSC
7030d788-5e5e-4942-860a-89fef151e935,AGRUPACIÓN DE MUJERES LA ESPERANZA DE LA ISLA,AGRUPACIÓN DE MUJERES LA ESPERANZA DE LA ISLA,AGRUPACIÓN MUJERES ESPERANZA ISLA,65.657.040-7,PROGS,OSC
42cefcda-f2a2-4506-95c0-71dd163c07c8,AGRUPACIÓN DE SEÑORAS EMPRENDEDORAS DE CHACAY,AGRUPACIÓN DE SEÑORAS EMPRENDEDORAS DE CHACAY,AGRUPACIÓN SEÑORAS EMPRENDEDORAS CHACAY,65.100.062-9,PROGS,OSC
5229409d-c531-4014-90e4-696e5ebe0dbd,JUNTA DE VECINOS LAS CARMELITAS LAS NIEVES 5R,JV LAS CARMELITAS LAS NIEVES 5R,JV CARMELITAS NIEVES 5R,65.605.190-6,PROGS,OSC
a83d0866-beb7-4247-9db3-3d4d1f1054c8,JUNTA DE VECINOS COYANCO UNIDAD VECINAL NRO.6,JV COYANCO UNIDAD VECINAL NRO.6,JV COYANCO UNIDAD NRO 6,73.721.400-1,PROGS,OSC
bd20f9b4-1652-44fe-b36f-91809f7dc318,COMITÉ DE AGUA POTABLE RURAL VILLA SANTA ROSA,COMITÉ DE AGUA POTABLE RURAL VILLA SANTA ROSA,COMITÉ AGUA POTABLE RURAL VILLA SANTA ROSA,65.315.110-1,PROGS,OSC
4a2424ba-2404-4c75-aae9-2316df2e9bb8,JUNTA DE VECINOS N°12 VILLA GALILEA - CHILLÁN,JV N°12 VILLA GALILEA - CHILLÁN,JV N°12 VILLA GALILEA CHILLÁN,75.992.000-7,PROGS,OSC
3660bb64-8488-48fe-9ff5-dbd3540d54b7,COMITÉ DE AGUA POTABLE RURAL CARAN EL ROSARIO,COMITÉ DE AGUA POTABLE RURAL CARAN EL ROSARIO,COMITÉ AGUA POTABLE RURAL CARAN ROSARIO,65.088.395-0,PROGS,OSC
fe1cdd98-aff2-4cbb-bbc2-8b330b35ce8c,COMITÉ AGUA POTABLE RURAL EL MODELO LAS MIRAS,COMITÉ AGUA POTABLE RURAL EL MODELO LAS MIRAS,COMITÉ AGUA POTABLE RURAL MODELO MIRAS,65.007.568-4,PROGS,OSC
5b42f9a2-8e65-4d1a-a63a-072ca88da976,COMITE DE ADELANTO Y DESARROLLO LAS FRUTILLAS,COMITE DE ADELANTO Y DESARROLLO LAS FRUTILLAS,COMITE ADELANTO DESARROLLO FRUTILLAS,65.187.191-3,PROGS,OSC
c942724d-61f8-4342-85eb-45ab1354cbac,JUNTA DE VECINOS VILLA CORDILLERA CHILLÁN S/I,JV VILLA CORDILLERA CHILLÁN S/I,JV VILLA CORDILLERA CHILLÁN S I,65.015.159-3,PROGS,OSC
a04d5876-ca5b-4144-94ad-d2f1d7d61d75,COMITE DE ALLEGADOS Y ADELANTO VILLA OHIGGINS,COMITE DE ALLEGADOS Y ADELANTO VILLA OHIGGINS,COMITE ALLEGADOS ADELANTO VILLA OHIGGINS,65.030.370-9,PROGS,OSC
8f71a9e8-f07f-48e0-9f78-997686eeb837,JUNTA DE VECINOS PALLAHUALA UNIDAD VECINAL 2R,JV PALLAHUALA UNIDAD VECINAL 2R,JV PALLAHUALA UNIDAD 2R,74.037.700-0,PROGS,OSC
3b4bf492-866a-4195-a9d9-140a396d221e,JUNTA DE VECINOS POBLACIÓN MATÍAS MADARIAGA 1,JV POBLACIÓN MATÍAS MADARIAGA 1,JV POBLACIÓN MATÍAS MADARIAGA 1,65.174.873-9,PROGS,OSC
27f1a85e-fdb6-49d8-9d15-d8ad38ba2767,COMITÉ ADELANTO Y DESARROLLO COLLIGUAY CENTRO,COMITÉ ADELANTO Y DESARROLLO COLLIGUAY CENTRO,COMITÉ ADELANTO DESARROLLO COLLIGUAY CENTRO,65.104.091-4,PROGS,OSC
758e99b2-5b05-44f2-8f70-742d9b001b29,CONSEJO DE DESARROLLO LOCAL POSTA LOS REMATES,CONSEJO DE DESARROLLO LOCAL POSTA LOS REMATES,CONSEJO DESARROLLO LOCAL POSTA REMATES,65.214.767-4,PROGS,OSC
880ce728-cb1a-4031-8730-252b6361d338,COMITÉ DE EMPRENDEDORAS EL FRUTO DE MIS MANOS,COMITÉ DE EMPRENDEDORAS EL FRUTO DE MIS MANOS,COMITÉ EMPRENDEDORAS FRUTO MIS MANOS,65.072.975-7,PROGS,OSC
77ddc1fd-497b-4940-adec-ccb5184f6b22,CONSEJO DESARROLLO CENTRO CESFAM LOS VOLCANES,CONSEJO DESARROLLO CENTRO CESFAM LOS VOLCANES,CONSEJO DESARROLLO CENTRO CESFAM VOLCANES,65.562.430-9,PROGS,OTROS
2487b1df-65e3-453e-9328-94381cb1e024,CLUB DE ADULTO MAYOR LOS PUMAS DE PANGUILEMU,CLUB DE ADULTO MAYOR LOS PUMAS DE PANGUILEMU,CLUB PUMAS PANGUILEMU,65.068.999-2,PROGS,OSC
dcb07bd1-5755-4d4b-8acb-bf5a572a1123,AGRUPACION ADULTO MAYOR RECUERDOS DE TOTORAL,AGRUPACION ADULTO MAYOR RECUERDOS DE TOTORAL,AGRUPACION RECUERDOS TOTORAL,65.072.051-2,PROGS,OSC
1ca4c65f-3dec-49db-a3ff-c98451bc4ac4,CLUB DE ADULTO MAYOR EL ESFUERZO RINCOMAVIDA,CLUB DE ADULTO MAYOR EL ESFUERZO RINCOMAVIDA,CLUB ESFUERZO RINCOMAVIDA,65.079.059-6,PROGS,OSC
268471b6-3579-4346-89f9-300c0597bed7,CENTRO DE ADULTO MAYOR ARCOÍRIS DE PARRALITO,CENTRO DE ADULTO MAYOR ARCOÍRIS DE PARRALITO,CENTRO ARCOÍRIS PARRALITO,65.101.881-1,PROGS,OTROS
3770b28d-ba92-411c-88e7-63bf84334888,CLUB ADULTO MAYOR DE AMIGOS DE ANA Y JOAQUÍN,CLUB ADULTO MAYOR DE AMIGOS DE ANA Y JOAQUÍN,CLUB AMIGOS ANA JOAQUÍN,65.830.880-7,PROGS,OSC
01bf8184-6078-4309-a73c-534c1a12e172,CLUB ADULTO MAYOR NUEVA ESPERANZA LOS AROMOS,CLUB ADULTO MAYOR NUEVA ESPERANZA LOS AROMOS,CLUB NUEVA ESPERANZA AROMOS,65.302.190-9,PROGS,OSC
590e5564-2382-4f74-a5ba-e8337fe724b9,COMITÉ CAMPESINO LA ESPERANZA DE SAN IGNACIO,COMITÉ CAMPESINO LA ESPERANZA DE SAN IGNACIO,COMITÉ ESPERANZA SAN IGNACIO,65.161.269-1,PROGS,OSC
f7a3907a-338c-46c0-ad05-c034d62bfc71,COMITÉ MERCADO CAMESINO N°1 COMUNA DE ÑIQUEN,COMITÉ MERCADO CAMESINO N°1 COMUNA DE ÑIQUEN,COMITÉ MERCADO CAMESINO N°1 COMUNA ÑIQUEN,65.152.129-7,PROGS,OSC
df16eca5-a4d7-4f1e-b2c1-f7994fb489fb,CLUB DEPORTIVO 21 DE MAYO – SECTOR EL RINCON,CD 21 DE MAYO – SECTOR EL RINCON,CD 21 MAYO – SECTOR RINCON,65.125.708-5,PROGS,OSC
2952d728-79d7-47f8-8967-3cc30094acc7,CLUB DEPORTIVO FEMENINO LAS AGUILAS DE PINTO,CD FEMENINO LAS AGUILAS DE PINTO,CD FEMENINO AGUILAS PINTO,65.144.393-8,PROGS,OSC
4ab1d90a-817f-4b08-a6b7-a58442a15a1c,CENTRO DE MADRES LAS HORMIGUITAS DE EL SAUCE,CENTRO DE MADRES LAS HORMIGUITAS DE EL SAUCE,CENTRO MADRES HORMIGUITAS SAUCE,65.866.500-6,PROGS,OTROS
e735e3cb-389f-469a-9038-902ee4b50c69,CLUB DEPORTIVO SOCIAL Y CULTURAL EL ORATORIO,CD SOCIAL Y CULTURAL EL ORATORIO,CD ORATORIO,65.090.401-K,PROGS,OSC
7eba1493-af2e-4ecf-a175-18bd2a882f71,ESCUELA DE FUTBOL UNION FUTURO DE CAMPANARIO,ESCUELA DE FUTBOL UNION FUTURO DE CAMPANARIO,ESCUELA FUTBOL UNION FUTURO CAMPANARIO,65.162.908-K,PROGS,OTROS
887a7df4-1185-45a9-9780-fe3bf9fd6a95,COMITÉ DE MUJERES DE SAN JOSÉ LAS ESMIRNITAS,COMITÉ DE MUJERES DE SAN JOSÉ LAS ESMIRNITAS,COMITÉ MUJERES SAN JOSÉ ESMIRNITAS,65.151.167-4,PROGS,OSC
7c5f9a42-9081-4de8-b507-c56ea0d49455,JUNTA DE VECINOS AMPLIACION 18 DE SEPTIEMBRE,JV AMPLIACION 18 DE SEPTIEMBRE,JV AMPLIACION 18 SEPTIEMBRE,65.256.540-9,PROGS,OSC
367ad2f8-5292-4a62-9512-bcb340175bdf,JUNTA DE VECINOS MONTERRICO U V N - 15 RURAL,JV MONTERRICO U V N - 15 RURAL,JV MONTERRICO U V N 15 RURAL,74.089.300-9,PROGS,OSC
eb1ea7de-003d-43d5-941f-8710e0563044,COMITE DE ADELANTO Y DESARROLLO LOS NARANJOS,COMITE DE ADELANTO Y DESARROLLO LOS NARANJOS,COMITE ADELANTO DESARROLLO NARANJOS,65.117.408-2,PROGS,OSC
c5458fd6-7eea-4f6a-9294-d1a4db2d7bdc,JUNTA DE VECINOS SECTOR NORTE DE QUINCHAMALÍ,JV SECTOR NORTE DE QUINCHAMALÍ,JV SECTOR NORTE QUINCHAMALÍ,65.186.820-3,PROGS,OSC
838d4a2b-d225-4030-8c3e-e5d37c837133,COMITÉ DE VIVIENDA VILLA FABIÁN DE LA FUENTE,COMITÉ DE VIVIENDA VILLA FABIÁN DE LA FUENTE,COMITÉ VIVIENDA VILLA FABIÁN FUENTE,65.535.660-6,PROGS,OSC
83b1d5e4-3e57-4792-b05b-00e66fef1619,UNIÓN COMUNAL DE JUNTAS DE VECINOS DE ÑIQUÉN,UNIÓN COMUNAL DE JUNTAS DE VECINOS DE ÑIQUÉN,UNIÓN COMUNAL JUNTAS VECINOS ÑIQUÉN,65.440.220-5,PROGS,OSC
712e8ebb-70f2-4b14-b479-0e912aa66106,GRUPO DESARROLLO PERSONAL ESPERANZA DE MUJER,GRUPO DESARROLLO PERSONAL ESPERANZA DE MUJER,GRUPO DESARROLLO PERSONAL ESPERANZA MUJER,65.028.399-6,PROGS,OTROS
a9c420e0-c457-40af-98f5-b2eea4147d75,ORGANIZACIÓN DE ADULTO MAYOR NUEVO AMANECER,ORGANIZACIÓN DE ADULTO MAYOR NUEVO AMANECER,ORGANIZACIÓN NUEVO AMANECER,65.194.710-3,PROGS,OTROS
0e978fcb-445c-405f-b06b-9338750879a8,CLUB ADULTO MAYOR VIVAMOS JUNTOS LA ALEGRIA,CLUB ADULTO MAYOR VIVAMOS JUNTOS LA ALEGRIA,CLUB VIVAMOS JUNTOS ALEGRIA,75.919.400-4,PROGS,OSC
b3c5ffd0-5375-4901-8d37-b0cd8f7e85f2,UNION COMUNAL DE ADULTOS MAYORES DE COELEMU,UNION COMUNAL DE ADULTOS MAYORES DE COELEMU,UNION COMUNAL ADULTOS MAYORES COELEMU,75.967.130-9,PROGS,OSC
7ef4e8e9-789e-4df0-956c-add5ca0081e3,COMITÉ ADULTO MAYOR EL TRIGAL LOMA DE HORNO,COMITÉ ADULTO MAYOR EL TRIGAL LOMA DE HORNO,COMITÉ TRIGAL LOMA HORNO,65.036.654-9,PROGS,OSC
8ee39c9e-c072-4b7d-9ffc-d54f24f8de4f,GRUPO DE ADULTO MAYOR SANTA AMALIA EL SAUCE,GRUPO DE ADULTO MAYOR SANTA AMALIA EL SAUCE,GRUPO SANTA AMALIA SAUCE,65.060.714-7,PROGS,OTROS
5a17b1ae-9c00-4220-9ec3-f6b29f7d7b10,CLUB DE LA TERCERA EDAD RENACER DE QUITENTO,CLUB DE LA TERCERA EDAD RENACER DE QUITENTO,CLUB TERCERA EDAD RENACER QUITENTO,65.260.980-5,PROGS,OSC
63ba5b88-12a4-4e13-9ed6-d3d81683e3f6,CLUB DE ADULTO MAYOR SAN JOSÉ LAS PALOMITAS,CLUB DE ADULTO MAYOR SAN JOSÉ LAS PALOMITAS,CLUB SAN JOSÉ PALOMITAS,65.071.662-0,PROGS,OSC
0fa37534-5b91-4cdd-b905-920136313325,CLUB DEL ADULTO MAYOR VALLE VERDE CACHAPOAL,CLUB DEL ADULTO MAYOR VALLE VERDE CACHAPOAL,CLUB VALLE VERDE CACHAPOAL,65.186.081-4,PROGS,OSC
17f05f92-c007-4328-8925-d9937340438b,GRUPO DE ADULTO MAYOR MANANTIAL DE ARCOÍRIS,GRUPO DE ADULTO MAYOR MANANTIAL DE ARCOÍRIS,GRUPO MANANTIAL ARCOÍRIS,65.153.016-4,PROGS,OTROS
83262e55-2acb-48a1-ab6c-a10198b2f4b8,CLUB ADULTO MAYOR EL CRISTO DE SAN FERNANDO,CLUB ADULTO MAYOR EL CRISTO DE SAN FERNANDO,CLUB CRISTO SAN FERNANDO,65.203.875-1,PROGS,OSC
7d695aa2-bb13-4869-bc3e-2eea98b3ad95,CLUB ADULTO MAYOR EL PORVENIR DE CAMPANARIO,CLUB ADULTO MAYOR EL PORVENIR DE CAMPANARIO,CLUB PORVENIR CAMPANARIO,75.702.300-8,PROGS,OSC
84e12153-fd5a-479c-98ae-56d6e0e77812,TALLER DE ARTESANAS DE LA COMUNA DE RÁNQUIL,TALLER DE ARTESANAS DE LA COMUNA DE RÁNQUIL,TALLER ARTESANAS COMUNA RÁNQUIL,65.201.802-5,PROGS,OSC
a0d32039-0844-4397-870d-70f5061f8f52,COMITE DE FERIANTES EMPRENDEDORES DE NINHUE,COMITE DE FERIANTES EMPRENDEDORES DE NINHUE,COMITE FERIANTES EMPRENDEDORES NINHUE,65.201.086-5,PROGS,OSC
2b4f582d-b49b-4f55-ada9-bf1e1cb0dd1d,CENTRO CULTURAL Y ARTÍSTICO SURCO Y SEMILLA,CENTRO CULTURAL Y ARTÍSTICO SURCO Y SEMILLA,CENTRO ARTÍSTICO SURCO SEMILLA,65.450.830-5,PROGS,OTROS
507c5fa3-8375-4829-a12e-19356d66e465,UNION COMUNAL DE ADULTOS MAYORES DE QUILLON,UNION COMUNAL DE ADULTOS MAYORES DE QUILLON,UNION COMUNAL ADULTOS MAYORES QUILLON,75.950.980-3,PROGS,OSC
ca5a1a7f-773a-4c66-a9e1-ba761b8dadb7,CLUB DEPORTIVO LIBERTADOR BERNARDO OHIGGINS,CD LIBERTADOR BERNARDO OHIGGINS,CD LIBERTADOR BERNARDO OHIGGINS,65.066.776-K,PROGS,OSC
e8b8200c-728e-4f2f-b80d-dd1d871420fe,CLUB DE CAZA PESCA Y TIRO AL VUELO DE ÑUBLE,CLUB DE CAZA PESCA Y TIRO AL VUELO DE ÑUBLE,CLUB CAZA PESCA TIRO AL VUELO,73.286.400-8,PROGS,OSC
5a9628c4-875a-476b-8586-a8f3419a1e51,CLUB DE RODEO CHILENO DE PEMUCO RIO PAL PAL,CLUB DE RODEO CHILENO DE PEMUCO RIO PAL PAL,CLUB RODEO CHILENO PEMUCO RIO PAL PAL,65.021.792-6,PROGS,OSC
35b1cc92-7545-4a14-ad15-41561a3c5b68,CLUB DEPORTIVO SOCIAL Y CULTURAL MARCO POLO,CD SOCIAL Y CULTURAL MARCO POLO,CD MARCO POLO,65.916.280-6,PROGS,OSC
e46747b9-538d-4516-afbc-4aca1a9bd705,CLUB DEPORTIVO Y CULTURAL DE HUASOS CHILLÁN,CD Y CULTURAL DE HUASOS CHILLÁN,CD HUASOS CHILLÁN,65.123.067-5,PROGS,OSC
6750fda7-96c0-4323-af48-4557ce339dd2,CENTRO DE MADRES ESTELVIDA VIUDA DE FUENTES,CENTRO DE MADRES ESTELVIDA VIUDA DE FUENTES,CENTRO MADRES ESTELVIDA VIUDA FUENTES,73.777.600-K,PROGS,OTROS
1842fa02-06da-44ba-9df3-4b17c332abd7,CLUB DE HUASOS SAN RAFAEL DE CUCHA URREJOLA,CLUB DE HUASOS SAN RAFAEL DE CUCHA URREJOLA,CLUB HUASOS SAN RAFAEL CUCHA URREJOLA,65.062.234-0,PROGS,OSC
c14e5178-158a-4060-a956-f0cb6f9e86d2,JUNTA DE VECINOS CALLE LOS INDIOS DE CHACAY,JV CALLE LOS INDIOS DE CHACAY,JV CALLE INDIOS CHACAY,73.776.700-0,PROGS,OSC
989779bf-b239-4265-9d75-644e995285cc,JUNTA DE VECINOS POBLACIÓN 11 DE SEPTIEMBRE,JV POBLACIÓN 11 DE SEPTIEMBRE,JV POBLACIÓN 11 SEPTIEMBRE,65.672.300-9,PROGS,OSC
c2e551f4-8b24-4801-92ce-246ab764d3a0,JUNTA DE VECINOS LOS SAUCES DE SAN FERNANDO,JV LOS SAUCES DE SAN FERNANDO,JV SAUCES SAN FERNANDO,75.216.800-8,PROGS,OSC
75cb36c7-32c3-4e82-8652-47f093dfb23a,JJVV LOS AROMOS S/N POBLACIÓN 11 SEPTIEMBRE,JJVV LOS AROMOS S/N POBLACIÓN 11 SEPTIEMBRE,JJVV AROMOS S N POBLACIÓN 11 SEPTIEMBRE,65.729.600-7,PROGS,OSC
c189ae27-283b-4703-9cc2-8f1d6fd0379d,JUNTA DE VECINOS PUYARAL SECTOR PIEDRA LISA,JV PUYARAL SECTOR PIEDRA LISA,JV PUYARAL SECTOR PIEDRA LISA,74.590.700-8,PROGS,OSC
98e3d59d-d52c-4fca-9ce5-9726329247c4,COMITÉ DE EMPRENDEDORES DEL SALTO DEL ITATA,COMITÉ DE EMPRENDEDORES DEL SALTO DEL ITATA,COMITÉ EMPRENDEDORES SALTO ITATA,65.228.747-6,PROGS,OSC
8dc51e32-a6ff-47ee-8ee3-7563b9af35fa,AGRUPACION DE MUJERES LAS CREATIVAS COELEMU,AGRUPACION DE MUJERES LAS CREATIVAS COELEMU,AGRUPACION MUJERES CREATIVAS COELEMU,69.260.900-K,PROGS,OSC
d56823a5-7d02-4dc3-b037-766afbd0bad5,COMITE MUJERES EMPRENDEDORAS RANCHILLO BAJO,COMITE MUJERES EMPRENDEDORAS RANCHILLO BAJO,COMITE MUJERES EMPRENDEDORAS RANCHILLO BAJO,65.136.264-4,PROGS,OSC
2b375134-28fd-4184-8724-b344fc8a2417,"JUNTA DE VECINOS SARGENTO ALDEA, UNIDAD Nº2","JV SARGENTO ALDEA, UNIDAD Nº2",JV SARGENTO ALDEA UNIDAD Nº2,65.021.772-1,PROGS,OSC
db0cfbf5-2d0a-4bd5-9901-e409af918c5b,CENTRO DE PADRES Y APODERADOS ESCUELA MEIPO,CENTRO DE PADRES Y APODERADOS ESCUELA MEIPO,CENTRO PADRES APODERADOS ESCUELA MEIPO,65.222.458-K,PROGS,OSC
f81eba1f-e961-4662-a374-8dccff0be0a9,AGRUPACIÓN FUNCIONAL NUESTRO MUNDO ESPECIAL,AGRUPACIÓN FUNCIONAL NUESTRO MUNDO ESPECIAL,AGRUPACIÓN FUNCIONAL NUESTRO MUNDO ESPECIAL,65.096.041-6,PROGS,OSC
d7b4d242-3d00-4c8c-a886-52a18bb7389e,CLUB DE ADULTO MAYOR SANTA ROSA DE CHECURA,CLUB DE ADULTO MAYOR SANTA ROSA DE CHECURA,CLUB SANTA ROSA CHECURA,65.180.536-8,PROGS,OSC
0672c2f4-44a7-4909-85b8-ef54783f25de,CLUB ADULTO MAYOR EL AMANECER - BUCHUPUREO,CLUB ADULTO MAYOR EL AMANECER - BUCHUPUREO,CLUB AMANECER BUCHUPUREO,74.522.100-9,PROGS,OSC
8b0e4518-b7e7-417a-98e0-69f89adac098,CLUB DE ADULTO MAYOR ALEGRIA DE VIVIR UVN7,CLUB DE ADULTO MAYOR ALEGRIA DE VIVIR UVN7,CLUB ALEGRIA VIVIR UVN7,75.962.700-8,PROGS,OSC
987bab31-662d-4f99-b219-0c494e082ef4,CLUB DE ADULTO MAYOR LA CASCADA DE LA ISLA,CLUB DE ADULTO MAYOR LA CASCADA DE LA ISLA,CLUB CASCADA ISLA,65.200.604-3,PROGS,OSC
4bae232f-7385-47be-ae26-78a995345f90,CLUB DE ADULTO MAYOR EL GRAN SUEÑO DE BULI,CLUB DE ADULTO MAYOR EL GRAN SUEÑO DE BULI,CLUB GRAN SUEÑO BULI,65.175.769-K,PROGS,OSC
41e81ff1-2864-40ca-a2e1-66400fc131eb,GRUPO SOCIAL Y CULTURAL CULTIVANDO AMISTAD,GRUPO SOCIAL Y CULTURAL CULTIVANDO AMISTAD,GRUPO CULTIVANDO AMISTAD,65.177.365-2,PROGS,OTROS
87cb23f8-758e-41d9-8816-d763cccf55b6,CLUB DE ADULTO MAYOR ESPERANZA DE LA COSTA,CLUB DE ADULTO MAYOR ESPERANZA DE LA COSTA,CLUB ESPERANZA COSTA,65.653.430-3,PROGS,OSC
d0496e4d-7c60-4dcb-8124-d7cd23bf2b5f,AGRUPACION PROFESION JUBILADOS DE QUIRIHUE,AGRUPACION PROFESION JUBILADOS DE QUIRIHUE,AGRUPACION PROFESION JUBILADOS QUIRIHUE,65.019.146-3,PROGS,OSC
d3c94cfc-32d9-4e33-a84d-b50fdec99b15,UNION COMUNAL DE ADULTOS MAYORES DE PEMUCO,UNION COMUNAL DE ADULTOS MAYORES DE PEMUCO,UNION COMUNAL ADULTOS MAYORES PEMUCO,65.349.880-2,PROGS,OSC
2efd0cac-c0c7-4541-a6d6-c1de327aa5ae,UNIÓN COMUNAL DE CLUBES DE ADULTOS MAYORES,UNIÓN COMUNAL DE CLUBES DE ADULTOS MAYORES,UNIÓN COMUNAL CLUBES ADULTOS MAYORES,65.257.430-0,PROGS,OSC
fb9a76ba-a3ed-4fa0-aec1-d77d84900380,UNION COMUNAL DE CENTROS DE ARTE Y CULTURA,UNION COMUNAL DE CENTROS DE ARTE Y CULTURA,UNION COMUNAL CENTROS ARTE CULTURA,75.997.830-7,PROGS,OSC
bf51f86d-1a9f-4f83-8834-d6638e880209,ASOCIACIÓN CULTURAL CARRUAJES BICENTENARIO,ASOCIACIÓN CULTURAL CARRUAJES BICENTENARIO,ASOCIACIÓN CARRUAJES BICENTENARIO,65.032.806-K,PROGS,OSC
7d2ed80e-7429-4d2f-bd5a-7dd3db8db6d4,CLUB DE HUASOS LOS BUENOS AMIGOS DE NINHUE,CLUB DE HUASOS LOS BUENOS AMIGOS DE NINHUE,CLUB HUASOS BUENOS AMIGOS NINHUE,65.189.180-9,PROGS,OSC
31513dbb-f346-4e9e-a7d3-5482f3dbe937,TALLER LABORAL NUESTRA SEÑORA DEL TRANSITO,TALLER LABORAL NUESTRA SEÑORA DEL TRANSITO,TALLER LABORAL NUESTRA SEÑORA TRANSITO,65.929.810-4,PROGS,OSC
ac9ecfcd-ae0e-4524-9b7b-c5339bfa6c67,CLUB DEPORTIVO DRAGONES BLANCOS DE CHILLÁN,CD DRAGONES BLANCOS DE CHILLÁN,CD DRAGONES BLANCOS CHILLÁN,65.868.660-7,PROGS,OSC
f26914ba-ffa0-4d2a-b17e-796de97b7ff0,CUERPO DE ÁRBITROS NUEVA IMAGEN DE CHILLAN,CUERPO DE ÁRBITROS NUEVA IMAGEN DE CHILLAN,CUERPO ÁRBITROS NUEVA IMAGEN CHILLAN,65.056.847-8,PROGS,OTROS
dbe577d5-67c5-4d62-8892-8aea47206712,CLUB DEPORTIVO HALCONES ROJOS DE TALQUIPEN,CD HALCONES ROJOS DE TALQUIPEN,CD HALCONES ROJOS TALQUIPEN,73.169.300-5,PROGS,OSC
6e5de7ae-e9a8-4cb0-9ba6-8f7701797a78,CLUB DEPORTIVO ESTRELLAS DE SARITA GAJARDO,CD ESTRELLAS DE SARITA GAJARDO,CD ESTRELLAS SARITA GAJARDO,65.229.770-6,PROGS,OSC
6fd9f670-8f32-4d40-9603-6fc1dc22cbac,CLUB DEPORTIVO ZUMBA FITNESS VALLE HERMOSO,CD ZUMBA FITNESS VALLE HERMOSO,CD ZUMBA FITNESS VALLE HERMOSO,65.189.866-8,PROGS,OSC
d4511bd6-f47d-434b-8504-59a16a1f8305,AGRUPACIÓN DE MUJERES CAMPESINAS EL CARMEN,AGRUPACIÓN DE MUJERES CAMPESINAS EL CARMEN,AGRUPACIÓN MUJERES CAMPESINAS CARMEN,65.180.717-4,PROGS,OSC
ef92a5f7-9d3a-4194-9a0f-d50ce226c72b,AGRUPACIÓN DE MUJERES PRIMAVERA DE RAHUIL.,AGRUPACIÓN DE MUJERES PRIMAVERA DE RAHUIL.,AGRUPACIÓN MUJERES PRIMAVERA RAHUIL,65.198.769-5,PROGS,OSC
1960ec3f-46f3-4aa3-a8c4-164e8da05d1e,COMITÉ DE MUJERES LA ESPERANZA DE ZAPALLAR,COMITÉ DE MUJERES LA ESPERANZA DE ZAPALLAR,COMITÉ MUJERES ESPERANZA ZAPALLAR,65.011.709-3,PROGS,OSC
9f17497b-5cef-40b2-8212-a8f785c66ebc,UNION COMUNAL DE JUNTAS DE VECINOS RURALES,UNION COMUNAL DE JUNTAS DE VECINOS RURALES,UNION COMUNAL JUNTAS VECINOS RURALES,65.063.520-5,PROGS,OSC
