id,cod_unico,bip,dv,nombre_iniciativa,vigencia,etapa,tipologia,origen,unidad_tecnica,provincia,comuna,estado_actual,rate_actual,anio,anio_presupuestario
940e029d-a4f3-4c5c-88a6-1cb5bafd8593,40006741-2019,40006741,0,"REPOSICION MAQUINARIA MUNICIPAL PARA MANTENCION DE LA RED VIAL, COMUNA DE ÑIQUEN",NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,PUNILLA,ÑIQUÉN,REEMPL,INADMISIBLE,2019,2019
abf2c43c-6eb0-4f32-a683-66cb327f9598,40007320-2019,40007320,0,"MEJORAMIENTO CANCHA DE FUTBOL SAN MIGUEL, COMUNA DE SAN IGNACIO",NO VIGENTE,DISEÑO,MIDESO,MUNICIPIO,,DIGUILLÍN,SAN IGNACIO,REV MDS,FI,2019,2019
cfeb1db9-7051-4525-9e40-89d5ff7115ac,40007320-2022,40007320,0,"MEJORAMIENTO CANCHA DE FUTBOL SAN MIGUEL, COMUNA DE SAN IGNACIO",VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,MUNICIP. SAN IGNACIO,DIGUILLÍN,SAN IGNACIO,SUBSANANDO OBSERVACIONES,FI,2022,2022
467a400f-f689-44eb-b90a-a5e377caa12c,40007511-2020,40007511,0,ACTUALIZACION PLAN DE DESARROLLO COMUNAL COMUNA DE NINHUE,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,NINHUE,APRO CORE,RS,2019,2020
b962cc36-66bf-4a32-865a-4d0618b11942,40007647-2020,40007647,0,"CONSTRUCCION CENDYR NAUTICO, QUILLÓN",NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,DIGUILLÍN,QUILLÓN,APRO CORE,RS,2019,2020
16c3f82d-157c-4cde-a8fc-a538256ec93e,40007904-2020,40007904,0,ADQUISICION EQUIPOS CLINICOS VARIOS SERVICIOS H. COELEMU,NO VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,,ITATA,COELEMU,APRO CORE,RS,2019,2020
4bff2a06-e696-4d8a-b0cc-b59c95e8e789,40007906-2019,40007906,0,ADQUISICION Y REPOSICIÓN CARROS FORESTALES CUERPOS DE BOMBEROS REGIÓN DE ÑUBLE,NO VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,,REGIONAL,REGIONAL,RATIF CORE,RS,2019,2019
04fce10d-4f09-452c-8f07-094f6e59fd2b,40007941-2020,40007941,0,REPOSICION DE EQUIPOS CRITICOS HOSPITAL DE QUIRIHUE,NO VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,,ITATA,QUIRIHUE,APRO CORE,RS,2019,2020
c328eed9-51c0-4245-afaf-dbbd06e0e177,40008152-2020,40008152,0,REPOSICION MAMOGRAFO PARA IMAGENOLOGÍA HCHM,NO VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,,DIGUILLÍN,CHILLÁN,APRO CORE,RS,2019,2020
4428294f-cccd-4014-ac7a-b71072a45c4d,40008153-2020,40008153,0,REPOSICION CATRES PARA SERVICIOS CLINICOS DEL HCHM,NO VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,,DIGUILLÍN,CHILLÁN,APRO CORE,RS,2019,2020
754a9b79-dc0c-455c-bb7e-748bcf9090a7,40008169-2020,40008169,0,ADQUISICION TORRE ENDOSCOPIA PARA EL HOSPITAL CLINICO HERMINDA MARTIN,NO VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,,REGIONAL,REGIONAL,APRO COMI CORE,RS,2019,2020
0c39c2db-3ab9-4a6f-8f37-170eda2798d2,40008170-2020,40008170,0,ADQUISICION EQUIPO RADIOLOGICO ORTOPANTOMOGRAFO SS. ODONTOLOGÍA HCHM,NO VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,,DIGUILLÍN,CHILLÁN,APRO CORE,RS,2019,2020
90ad5d45-8441-4acc-8e59-3eb29d7afade,40008261-2020,40008261,0,ANALISIS OFERTA Y DEMANDA DE PASAJEROS PARA SERVICIOS FERROVIARIOS REGIONALES,NO VIGENTE,EJECUCIÓN,MIDESO,SECTORIAL / OTRO,,REGIONAL,REGIONAL,APRO CORE,RS,2019,2020
8b2b93eb-78c0-45dd-8058-d7a828affff5,40008309-2020,40008309,0,REPOSICION TORRE OTORRINOLOGIA H. SAN CARLOS,NO VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,,PUNILLA,SAN CARLOS,APRO CORE,RS,2019,2020
d3496623-536b-473d-a6ef-095b2493c814,40008377-2019,40008377,0,REPOSICIÓN CAMIONETAS I. MUNICIPALIDAD DE BULNES,NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,BULNES,REV SUB OBSE,OT,2019,2019
1cf2e250-92a3-4cd8-9b68-d91862d70b7e,40008523-2019,40008523,0,"ADQUISICION CLÍNICA MÓVIL CESFAM SAN NICOLÁS, COMUNA DE SAN NICOLAS",NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,PUNILLA,SAN NICOLÁS,REEMPL,,2019,2019
5b6ccbb4-bb03-4caa-9b54-340ce2dfc4d1,40008541-2020,40008541,0,MEJORAMIENTO CANCHA DE FUTBOL Y GRADERIAS ESTADIO MUNICIPAL DE PORTEZUELO,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,PORTEZUELO,APRO CORE,RS,2019,2020
045c3252-99ad-4680-8849-7d21e9ff5ec5,40008623-2019,40008623,0,CONSTRUCCION MERCADO MUNICIPAL DE COIHUECO,NO VIGENTE,DISEÑO,MIDESO,MUNICIPIO,,PUNILLA,COIHUECO,REVISAR,,2019,2019
5d44fe22-ae25-4fa1-bba3-90e117a9c0ef,40008648-2019,40008648,0,"CONSTRUCCION RED ALCANTARILLADO A.S. CALLES 18 SEPT. Y OTRAS, QUILLÓN",NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,DIGUILLÍN,QUILLÓN,REEMPL,INADMISIBLE,2019,2019
b339db91-d00a-4ec4-bcd8-51723a16e0bc,40008654-2019,40008654,0,CONSTRUCCIÓN DE ALCANTARILLADO Y AGUA POTABLE VILLA SAN FRANCISCO,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,DIGUILLÍN,QUILLÓN,REV MDS,INADMISIBLE,2019,2019
fa69e47c-1889-437f-8a35-45624279a3d9,40008717-2019,40008717,0,"MEJORAMIENTO PARQUE COSTANERA LAGUNA AVENDAÑO, QUILLÓN",NO VIGENTE,DISEÑO,MIDESO,MUNICIPIO,,DIGUILLÍN,QUILLÓN,REV MDS,FI,2019,2019
d86f47a4-6648-4108-a35b-cb49bce20882,40008718-2019,40008718,0,REPOSICION CUARTEL DE BOMBEROS 1ª Y 2ª COMPAÑIAS DE QUILLÓN,NO VIGENTE,DISEÑO,MIDESO,MUNICIPIO,,DIGUILLÍN,QUILLÓN,REEMPL,,2019,2019
ac130df6-85dd-4f28-b04b-7d9ea7b4fbc1,40008719-2019,40008719,0,"REPOSICION CAMIÓN TOLVA MANTENCION ACCESO CAMINOS RURALES, QUILLÓN.",NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,QUILLÓN,REEMPL,,2019,2019
9db16b2b-7404-48dd-bccf-bcd310bd1a2b,40008720-2019,40008720,0,"ADQUISICION PUESTO DE MANDO MOVIL CUERPO DE BOMBEROS, QUILLÓN.",NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,QUILLÓN,REEMPL,,2019,2019
d2f01f5c-6dd1-48fb-84ce-7c86846aba42,40008798-2020,40008798,0,REPOSICION LABORATORIO HOSPITAL DE YUNGAY,NO VIGENTE,DISEÑO,MIDESO,SECTORIAL / OTRO,,DIGUILLÍN,YUNGAY,,FI,2020,2020
f21a22bd-4a9a-410a-a5dc-2c39560f1758,40008816-2020,40008816,0,ADQUISICION VEHÍCULO PARA COLECTA MOVIL DE SANGRE HCHM,NO VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,,REGIONAL,REGIONAL,,FI,2020,2020
4ef25ebc-7183-4d56-aa09-934db94e044e,40008816-2022,40008816,0,ADQUISICION VEHÍCULO PARA COLECTA MOVIL DE SANGRE HCHM,VIGENTE,EJECUCIÓN,C-33,SECTORIAL / OTRO,S.SALUD ÑUBLE,REGIONAL,REGIONAL,INGRESADO A PREINVERSIÓN,SIN RATE,2022,2022
3d086648-59d8-4971-a492-049eb283a056,40009035-2019,40009035,0,CONSTRUCCION PARQUE DE MITIGACION COSTERO SECTOR DE PERALES COMUNA DE COELEMU,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,COELEMU,REEMPL,INADMISIBLE,2019,2019
483e0f62-ce31-41cf-b518-e90a0386e419,40009036-2019,40009036,0,ADQUISICIÓN AMBULANCIA DEPARTAMENTO DE SALUD MUNICIPAL DE COELEMU,NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,ITATA,COELEMU,REEMPL,OT,2019,2019
c7d84f24-157a-4803-8643-cf70fa42ff95,40009038-2019,40009038,0,ADQUISICIÓN CAMARA DE TELEVIGILANCIA EN LA COMUNA DE COELEMU,NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,ITATA,COELEMU,NO RECOMEN,INADMISIBLE,2019,2019
f7caddeb-47b2-4b47-9e28-fd59428555f4,40009043-2019,40009043,0,REPOSICION MASIVA DE LUMINARIAS DE LA COMUNA DE COELEMU,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,COELEMU,REV MDS,FI,2019,2019
3f479cc0-87b5-4d4d-85f1-85d37621884b,40009043-2020,40009043,0,REPOSICION MASIVA DE LUMINARIAS DE LA COMUNA DE COELEMU,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,COELEMU,REV MDS,FI,2019,2020
822fcdb1-498a-433d-814e-4b096bdcd50b,40009108-2019,40009108,0,"ADQUISICION CAMION LIMPIAFOSAS, MUNICIPALIDAD DE BULNES",NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,BULNES,APRO CORE,RS,2019,2019
90773096-0d0c-4c1b-90cd-0ac8863f1b09,40009111-2019,40009111,0,"ADQUISICION CAMION LIMPIA FOSAS, MUNICIPALIDAD DE COELEMU",NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,ITATA,COELEMU,APRO CORE,RS,2019,2019
b7488f37-e75d-4e77-9721-72ab73960ac5,40009111-2021,40009111,0,"ADQUISICION CAMION LIMPIA FOSAS, MUNICIPALIDAD DE COELEMU",EN PRESUPUESTO,EJECUCIÓN,C-33,MUNICIPIO,,ITATA,COELEMU,,RS,2021,2021
86887d96-dd79-4b64-beec-a79f0b4d6592,40009111-2020,40009111,0,"ADQUISICION CAMION LIMPIA FOSAS, MUNICIPALIDAD DE COELEMU",VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,MUNICIP. COELEMU,ITATA,COELEMU,CONVENIO APROBADO,RS,2022,2020
3cf682c2-0567-4091-b939-7a0f19074c1a,40009114-2019,40009114,0,"ADQUISICIÓN RODILLO COMPACTADOR CON CAMIÓN PARA TRASLADO, COMUNA DE COELEMU",NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,ITATA,COELEMU,APRO CORE,RS,2019,2019
0061cab1-edcc-4c02-8214-390cf1a95ef4,40009114-2021,40009114,0,"ADQUISICIÓN RODILLO COMPACTADOR CON CAMIÓN PARA TRASLADO, COMUNA DE COELEMU",EN PRESUPUESTO,EJECUCIÓN,C-33,MUNICIPIO,,ITATA,COELEMU,,RS,2021,2021
ad02da7a-55cc-4219-9314-d8c94bb19fa0,40009114-2020,40009114,0,"ADQUISICION RODILLO COMPACTADOR CON CAMION PARA TRASLADO, COMUNA COELEMU",VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,MUNICIP. COELEMU,ITATA,COELEMU,APROBADO TÉCNICAMENTE,RS,2022,2020
d307f732-5523-4d49-8aaf-eb8dc3279cac,40009199-2019,40009199,0,HABILITACION ESTADIO ESTADIO MUNICIPAL DE NINHUE,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,NINHUE,REV MDS,OT,2019,2019
863b471b-da25-4e3c-b21a-ad301b2332f5,40009199-2020,40009199,0,MEJORAMIENTO ESTADIO MUNICIPAL DE NINHUE,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,NINHUE,REV MDS,FI,2020,2020
29c5dfa3-ccd7-4b50-b9ed-349eb162c566,40009199-2021,40009199,0,MEJORAMIENTO ESTADIO MUNICIPAL DE NINHUE,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,NINHUE,,FI,2021,2021
f76d17aa-f730-403f-91fe-b52496b9f27e,40009199-2022,40009199,0,MEJORAMIENTO ESTADIO MUNICIPAL DE NINHUE,VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,MUNICIP. NINHUE,ITATA,NINHUE,APROBADO TÉCNICAMENTE,RS,2022,2022
85775d81-894f-4e40-9aba-21cf36a2889c,40009205-2019,40009205,0,"MEJORAMIENTO CANCHA SECTOR MATADERO, COMUNA DE COELEMU",NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,COELEMU,REVISAR,,2019,2019
322f214d-a8f2-4cad-89ab-89868273f8ca,40009206-2019,40009206,0,"MEJORAMIENTO CANCHA SECTOR RANGUELMO, COMUNA COELEMU",NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,COELEMU,REV MDS,INADMISIBLE,2019,2019
b9148d44-2ebc-47df-bf07-1781d42c4640,40009207-2019,40009207,0,"MEJORAMIENTO CANCHA ESTADIO MUNICIPAL A PASTO SINTETICO, COMUNA DE COELEMU",NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,COELEMU,REVISAR,,2019,2019
8b2fce02-75ab-40df-a6ad-bc733d8f4e6e,40009347-2019,40009347,0,DIFUSIÓN ÑUBLE SPORTS TOUR 2019,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REEMPL,OT,2019,2019
c258626f-1a7b-42f0-a992-7f2fb87e6f15,40009349-2019,40009349,0,TRANSFERENCIA APOYO A DEPORTISTAS DE PROYECCIÓN INTERNACIONAL ÑUBLE 2019,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REEMPL,OT,2019,2019
6e5ada3c-d8f5-497e-abdf-9a8e7ffaccb6,40009363-2021,40009363,0,ADQUISICION MAQUINARIA PARA MUNICIPALIDAD EL CARMEN,NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,EL CARMEN,APRO CORE,RS,2019,2021
53e2372c-a4d4-49cc-a3a6-c4f1555d2076,40009367-2019,40009367,0,"AMPLIACION FUSIÓN: LICEO NARCISO TONDREAU, GRUPO ESCOLAR Y ESCUELA LOS HÉROES, Y CREACIÓN D",NO VIGENTE,DISEÑO,MIDESO,MUNICIPIO,,DIGUILLÍN,CHILLÁN,REV MDS,OT,2019,2019
9a2a40d6-b40c-476e-a4ef-ea479128cda7,40009370-2019,40009370,0,ADQUISICION CLINICA MOVIL PARA MUNICIPALIDAD EL CARMEN,NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,EL CARMEN,NO RECOMEN,INADMISIBLE,2019,2019
af9bdaa9-5adc-4fe9-b812-dda7ee013900,40009371-2019,40009371,0,"ADQUISICIÓN MOTONIVELADORA 6X6, QUILLON",NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,QUILLÓN,APRO CORE,RS,2019,2019
e16fc1fc-e18f-4758-98e2-ecd0885e85b3,40009372-2019,40009372,0,ADQUISICION BUS PARA LA MUNICIPALIDAD DE EL CARMEN,NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,EL CARMEN,REVISAR,,2019,2019
088567ba-47bc-4417-ad75-36f8847fbec6,40009374-2019,40009374,0,REPOSICION CAMIONES TOLVA PARA LA MUNICIPALIDAD DE EL CARMEN,NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,EL CARMEN,NO RECOMEN,INADMISIBLE,2019,2019
34b89b19-ba76-470c-a542-3aa8c0a2fb63,40009375-2019,40009375,0,ADQUISICION EQUIPO BACHEADOR PARA MUNICIPALIDAD EL CARMEN,NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,EL CARMEN,REVISAR,,2019,2019
7080dc96-2b95-45c2-aecd-ecb019bad717,40009376-2019,40009376,0,ADQUISICION VEHICULOS PARA MUNICIPALIDAD EL CARMEN,NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,EL CARMEN,REVISAR,,2019,2019
5dc9a8b8-e78a-4a5e-b836-0a6d01b72a17,40009377-2020,40009377,0,REPOSICION CAMION RECOLECTOR PARA LA MUNICIPALIDAD EL CARMEN,NO VIGENTE,EJECUCIÓN,C-33,MUNICIPIO,,DIGUILLÍN,EL CARMEN,CORE ÑUBLE,RS,2019,2020
8eb2fcb9-0cb8-4cbc-b26b-f32719622cc0,40009378-2019,40009378,0,REPOSICION ESCUELA F-393 SECTOR DE NAVIDAD EL CARMEN,NO VIGENTE,DISEÑO,MIDESO,MUNICIPIO,,DIGUILLÍN,EL CARMEN,REV MDS,FI,2019,2019
543f5d91-d34f-4df8-b236-7a20608927c7,40009378-2020,40009378,0,REPOSICION ESCUELA F-393 SECTOR DE NAVIDAD EL CARMEN,NO VIGENTE,DISEÑO,MIDESO,MUNICIPIO,,DIGUILLÍN,EL CARMEN,REV MDS,FI,2019,2020
9650dc13-350d-4f25-ae1f-61c7cbeba362,40009384-2019,40009384,0,TRANSFERENCIA REDUCCIÓN DE EFECTOS DE DEFICIT HIDRICO VALLE DEL ITATA II PARTE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,ITATA,ITATA,APRO CORE,RS,2019,2019
23b86cf7-1b39-4872-817b-83ad5e896a41,40009396-2019,40009396,0,TRANSFERENCIA TRANSFERENCIA LEVANTA TU MIPE REGIÓN DE ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,APRO CORE,RS,2019,2019
566f2543-f03a-4b25-96f6-c8d3ba63d9f4,40009398-2019,40009398,0,TRANSFERENCIA COMPETITIVIDAD INVERSIÓN PREDIAL ITATA II PARTE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,ITATA,ITATA,APRO CORE,RS,2019,2019
97c81f9f-2c26-4040-ba2c-872ad39cf9e6,40009399-2019,40009399,0,TRANSFERENCIA TRANSFERENCIA MUJERES EMPRENDEDORAS REGIÒN DE ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REEMPL,FI,2019,2019
2f76dedd-590f-427c-bf33-0d50ca86d8cf,40009400-2019,40009400,0,TRANSFERENCIA TRANSFERENCIA TATA EMPRENDE REGIÓN DE ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REEMPL,FI,2019,2019
1cff64f3-8ac2-4b14-a411-23e263507ebe,40009401-2019,40009401,0,TRANSFERENCIA APOYO PARA EXPOFERIAS DE PRODUCTOS AGRICOLAS DEL VALLE DEL ITATA,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REV SUB OBSE,OT,2019,2019
3ff56a81-8973-4eda-b0af-11bfc6d302b4,40009401-2020,40009401,0,TRANSFERENCIA APOYO PARA EXPOFERIAS DE PRODUCTOS AGRICOLAS DEL VALLE DEL ITATA,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,,,2020,2020
c23030e4-349c-4212-8500-4b544720dedb,40009415-2019,40009415,0,SANEAMIENTO TÍTULOS DE DERECHOS DE AGUA COMUNA DE QUIRIHUE,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,QUIRIHUE,REV MDS,OT,2019,2019
c7e15f22-1432-4207-a6cb-317e10aa2925,40009423-2021,40009423,0,TRANSFERENCIA REDUCCIÓN DE EFECTOS DE DEFICIT HIDRICO REGIÓN DE ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,APRO CORE,RS,2019,2021
9af507d4-67d2-49ab-a915-bf6751a84627,40009432-2019,40009432,0,TRANSFERENCIA COMPETITIVIDAD INVERSIÓN PREDIAL REGION DE ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REV SUB OBSE,FI,2019,2019
2f887f0a-4f9b-47f2-ba64-4030b9c69ed6,40009432-2021,40009432,0,TRANSFERENCIA COMPETITIVIDAD INVERSIÓN PREDIAL REGION DE ÑUBLE,EN PRESUPUESTO,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,APRO CORE,RS,2020,2021
6e0e0efc-deac-42bf-a28b-d62244fd64ec,40009459-2019,40009459,0,TRANSFERENCIA APOYO AL DESARROLLO HORTÍCOLA DE LA REGIÓN DE ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REV SUB OBSE,FI,2019,2019
9036b81f-2e1d-4be1-967c-71a9bcbd043c,40009459-2020,40009459,0,TRANSFERENCIA APOYO AL DESARROLLO HORTÍCOLA DE LA REGIÓN DE ÑUBLE,VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,,RS,2020,2020
80e0d9b0-d6b3-436a-998f-7e7ba4947e5a,40009459-2022,40009459,0,TRANSFERENCIA APOYO AL DESARROLLO HORTICOLA DE LA REGION DE ÑUBLE,VIGENTE,EJECUCIÓN,GLOSAS COMUNES,SECTORIAL / OTRO,INDAP,REGIONAL,REGIONAL,APROBADO CORE,RS,2022,2022
5c92c987-76dd-4916-9ca2-4f148003cc8e,40009467-2019,40009467,0,TRANSFERENCIA MEJORAMIENTO TECNOLÓGICO PARA FLORICULTORES DE ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REV SUB OBSE,FI,2019,2019
5d6297b2-f924-4be3-8dec-9dcaa29f29d1,40009470-2019,40009470,0,TRANSFERENCIA HABILITACIÓN COMERCIAL DE PEQUEÑOS EMPRENDIMIENTOS AGRÍCOLAS Y TURÍSTICOS,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REV SUB OBSE,FI,2019,2019
d5dfaca7-2ee6-4cdc-b461-8e110035ca1c,40009470-2020,40009470,0,TRANSFERENCIA HABILITACIÓN COMERCIAL DE PEQUEÑOS EMPRENDIMIENTOS AGRÍCOLAS Y TURÍSTICOS,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REV SUB OBSE,OT,2020,2020
9052a49c-c998-4ce5-9cbb-7c05ab44d26a,40009472-2019,40009472,0,TRANSFERENCIA APOYO A LA DIVERSIFICACIÓN PRODUCTIVA DE BERRIOS EN LA REGIÓN,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REV SUB OBSE,OT,2019,2019
d5d30177-7d48-4967-a103-602e40b23b8b,40009472-2020,40009472,0,TRANSFERENCIA APOYO A LA DIVERSIFICACIÓN PRODUCTIVA DE BERRIES EN LA REGIÓN,VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,,RS,2020,2020
8fecdb64-f3a6-4840-99aa-a37cc455c443,40009485-2019,40009485,0,CONSTRUCCIÓN PISCINA SEMIOLIMPICA ESTADIO FISCAL COMUNA DE QUIRIHUE,NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,ITATA,QUIRIHUE,PRIORIZANDO MDS,ADMISIBLE,2019,2019
587a70e5-9583-4a97-b578-b5e047746385,40009503-2019,40009503,0,TRANSFERENCIA MODERNIZACION DE LA PRODUCCION DE CEREZOS EN ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REV SUB OBSE,FI,2019,2019
e9f6e77c-c07d-41b0-93ed-cf0a5b29646a,40009503-2020,40009503,0,TRANSFERENCIA MODERNIZACION DE LA PRODUCCION DE CEREZOS EN ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REV SUB OBSE,FI,2020,2020
4aca2ded-aeb0-4663-b79e-63f2165ee7a2,40009517-2019,40009517,0,TRANSFERENCIA ASISTENCIA TÉCNICA E INVERSIÓN PRODUCTIVA A JÓVENES RURALES EN REGIÓN DE ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,REV SUB OBSE,FI,2019,2019
90eaa6c6-c919-444d-be76-d1c03bcad6dd,40009561-2019,40009561,0,"MEJORAMIENTO Y AMPLIACIÓN RED DE ALUMBRADO PUBLICO,SAN CARLOS",NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,PUNILLA,SAN CARLOS,REV MDS,FI,2019,2019
ea3f7c09-1b73-4f56-8dbd-d3500ec1f935,40009561-2020,40009561,0,"MEJORAMIENTO Y AMPLIACIÓN RED DE ALUMBRADO PUBLICO,SAN CARLOS",NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,PUNILLA,SAN CARLOS,REV MDS,FI,2019,2020
1de4b7c0-3e7e-4010-b0a1-d42423dc0aa4,40009561-2021,40009561,0,"MEJORAMIENTO Y AMPLIACIÓN RED DE ALUMBRADO PÚBLICO, DIVERSOS SECTORES DE SAN CARLOS",NO VIGENTE,EJECUCIÓN,MIDESO,MUNICIPIO,,PUNILLA,SAN CARLOS,,FI,2021,2021
1a5f0ede-ec4e-4feb-82f9-e2add723cfd7,40009562-2019,40009562,0,TRANFERENCIA DESARROLLO DE LA FRUTICULTURA EN LA REGIÓN DE ÑUBLE,NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,REGIONAL,REGIONAL,APRO CORE,RS,2019,2019
a17fe169-b0b5-491f-a07d-88e50ab84efb,40009579-2022,40009579,0,"SANEAMIENTO TÍTULOS DE DOMINIO, COMUNAS DE ZONAS DE OPORTUNIDAD, REGIÓN ÑUBLE",NO VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,,ITATA,ITATA,APRO CORE,RS,2019,2022
fe846b79-924e-4a76-a926-fc2bdac3045a,40009579-2019,40009579,0,"SANEAMIENTO TÍTULOS DE DOMINIO, COMUNAS DE ZONAS DE OPORTUNIDAD REGIÓN ÑUBLE",VIGENTE,EJECUCIÓN,GLOSA 5.1,SECTORIAL / OTRO,SEREMI BB.NN,REGIONAL,REGIONAL,APROBADO TÉCNICAMENTE,RS,2022,2019
