I,SOLICITA,FOLIO,FECHA DOCTO,MATERIA,FIRMA,OBSERVACIONES,LINK AL DOCUMENTO,
,veg,01007,07-11-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN,LEILA GASAUI IRRIBARRA,EMAIL ,https://drive.google.com/file/d/1gJCJ1cyb9uKeayrunRZL19gQAXTnxt5G/view?usp=drive_link,
,veg,01006,07-11-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN,LEILA GASAUI IRRIBARRA,EMAIL ,https://drive.google.com/file/d/12sAqVD2yLL4WAvJOa_9lJ1WWiRFPMKWv/view?usp=drive_link,
,veg,01005,07-11-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN,LEILA GASAUI IRRIBARRA,EMAIL ,https://drive.google.com/file/d/11xIdCYftMBkJCK7T6GnOcpw1CsRG6Qd0/view?usp=drive_link,
,veg,01004,07-11-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN,LEILA GASAUI IRRIBARRA,EMAIL ,https://drive.google.com/drive/folders/16RLzEJGpUYniHmJSsocK0-2HpRQgdgjW?usp=sharing,
,veg,01003,07-11-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN,LEILA GASAUI IRRIBARRA,EMAIL ,https://drive.google.com/file/d/1qiZaPrZEkotTqzt5rShW_7S6zGmoPVZM/view?usp=drive_link,
,veg,01002,07-11-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN,LEILA GASAUI IRRIBARRA,EMAIL ,https://drive.google.com/drive/folders/1v9xlvhmyR0r2eCxusbdHsplagRoYBdTr?usp=sharing,
,veg,01001,07-11-2024,RESUELVE RESPECTO DE LICENCIAS MEDICAS QUE SE INDICAN,LEILA GASAUI IRRIBARRA,EMAIL ,https://drive.google.com/drive/folders/11tU1ZbgjQmuSZi9c_M-HcAiaaz0x3ylP?usp=sharing,
,cjg,01000,07-11-2024,"APRUEBA INCREMENTO EN PRESUPUESTO POR CONCEPTO DE OBRAS PARA EL PROYECTO DENOMINADO “CONSTRUCCIÓN SEDE CLUB DE HUASOS DE HUALTE, COMUNA DE NINHUE”, CÓDIGO BIP 40039542-0.",OSCAR CRISOSTOMO LLANOS,DOC DIGITAL ,https://drive.google.com/file/d/1_EicyhO3w6j3IgAxg3zcCAMvKJMQ5Vsm/view?usp=drive_link,
,psp,00999,06-11-2024,AUTORIZA UTILIZACIÓN DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,EMAIL ,https://drive.google.com/file/d/17zul0LcFyroiaX8t7cNZK4PRAo-VTYR6/view?usp=drive_link,
,psp,00998,06-11-2024,AUTORIZA UTILIZACIÓN DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,EMAIL ,https://drive.google.com/file/d/1pKSn4Tc8pLvi8Rtofu-tN8mIQv9cVjFw/view?usp=drive_link,
,psp,00997,06-11-2024,AUTORIZA UTILIZACIÓN DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,EMAIL ,https://drive.google.com/file/d/1vg16alSHYAVMVmpzZn72KuKEO-c6LHH0/view?usp=drive_link,
,psp,00996,06-11-2024,"ENCOMIENDA LA EJECUCIÓN DEL PROYECTO “CONSERVACIÓN CUBIERTA EDIFICIO PÚBLICO, CHILLÁN”, Código BIP 40061308-0, A LA DIVISIÓN DE INFRAESTRUCTURA Y TRANSPORTE DEL GOBIERNO REGIONAL DE ÑUBL",OSCAR CRISOSTOMO LLANOS,DOC DIGITAL ,https://drive.google.com/file/d/1sqyOIHP21u0fHllwxAqDL6Y-9FLvlLOL/view?usp=drive_link,
,veg,00995,06-11-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIO QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1BWwhvdhgAbjfAC-YzML74Y-sJBZ6cIT0/view?usp=drive_link,
,aam,00994,06-11-2024,RECONOCE Y APRUEBA DERECHO A FERIADO LEGAL DE LOS SIGUIENTES FUNCIONARIOS.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1REqzgR7L9vj4wx7EJhjxy8n0dlbQ3-yP/view?usp=drive_link,
,rep,00993,06-11-2024,"ADJUDICA LICITACIÓN PÚBLICA “ADQUISICIÓN DE LICENCIAS SOFTWARE/APLICATIVO PARA GESTIÓN DE INVENTARIO Y ACTIVOS FIJOS, PRODUCTOS E INSUMOS DEL GOBIERNO REGIONAL DE ÑUBLE” ID 1036569-32-LE24",LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1R96XumAeGdqNaTj1A0rnGrrBGPA0SwVV/view?usp=drive_link,
,veg,00992,06-11-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIO QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1X0RPdH9dxMpRida40vrgOdeiHuDlgY5j/view?usp=drive_link,
,mqv,00991,06-11-2024,INCREMÉNTESE LAS SIGUIENTES INICIATIVAS DE INVERSIÓN DEL SUBTÍTULO 33-03-125 “MUNICIPALIDADES - FONDO REGIONAL DE INICIATIVA LOCAL” PARA EL AÑO 2024.,OSCAR CRISOSTOMO LLANOS,DOC DIGITAL ,https://drive.google.com/file/d/1g02bvfJ2fo0PcGdU1_rj7fUSR4vU_jvm/view?usp=drive_link,
,gtu,00990,06-11-2024,"DESIGNA FUNCIONARIO COMO REFERENTE
TÉCNICO – FINANCIERO TITULAR Y SUPLENTE DE LA
INICIATIVA QUE SE INDICA DEL GOBIERNO
REGIONAL DE ÑUBLE.",OSCAR CRISOSTOMO LLANOS,DOC DIGITAL ,https://drive.google.com/file/d/1a6667KL5fafWp5FdLgBwahcTgNDR-b_K/view?usp=drive_link,
,aam,00989,06-11-2024,APRUEBA SOLICITUD DE PERMISO CON GOCE DE REMUNERACIONES.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/drive/folders/1Oy2BSz1WQKXhsbbU26rLNeh_V-eD3ZIA?usp=sharing,
,veg,00988,06-11-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1Mm_6Z2QkKef48nh-BtkUyJwdrG-Lz4WT/view?usp=drive_link,
,psp,00987,05-11-2024,AUTORIZA UTILIZACIÓN DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,OSCAR CRISOSTOMO LLANOS,EMAIL ,https://drive.google.com/file/d/1Ww7lxvLx5HqN2dMvbipZGL6LpDiViKmW/view?usp=drive_link,
,aam,00986,05-11-2024,"RECONOCE DERECHO Y CONCEDE PERMISO POR FALLECIMIENTO DE LA MADRE, AL FUNCIONARIO CRISTIAN QUIROZ REYES.",LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1GQ6nrN-OUW2W0zIx1OaDsVled031xpk_/view?usp=drive_link,
,psp,00985,04-11-2024,AUTORIZA UTILIZACIÓN DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,ALICIA CONTRERAS VIELMA,EMAIL ,https://drive.google.com/file/d/1-I7CIHdQwxIWpQDamw3jh1RM8Y6XMT2N/view?usp=drive_link,
,ech,00984,04-11-2024,ENCOMIENDA FUNCIONES DE ENCARGADO DE DEPARTAMENTO ZONAS EN DESARROLLO A FUNCIONARIO QUE INDICA.,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1R4dSUWjuvLSpQaLuydD5gKjsiyCLIbI-/view?usp=drive_link,
,dtb,00983,04-11-2024,RESUELVE RESPECTO DE LICENCIAS MÉDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/15tx0-fKRVwyTaWpp_X4ew5IaZpMWEzWs/view?usp=drive_link,
,dtb,00982,04-11-2024,RESUELVE RESPECTO DE LICENCIAS MÉDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1JMusF38Ci3vzGc1H6zWvsolLscxax1Ys/view?usp=drive_link,
,psp,00981,30-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “MEJORAMIENTO ALUMBRADO PÚBLICO EN CALLEJONES Y PASAJES, SECTOR EL ROSAL, COMUNA DE PINTO”, Código BIP 40064829-0.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1sbcEKKlGXX6WbzfKZrN9qlnGoM-hYBmZ/view?usp=drive_link,
,psp,00980,30-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “CONSTRUCCIÓN CANCHA DE BABY FÚTBOL SECTOR EL ROSAL, COMUNA DE PINTO”, Código BIP 40064977-0.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1R28uUqFYvAzWJjoHzl57hSYHlxk5BZIg/view?usp=drive_link,
,mqv,00979,30-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “CONSTRUCCIÓN SISTEMA DE TELEVIGILANCIA E ILUMINACIÓN DIVERSOS SECTORES, COMUNA DE SAN NICOLÁS” CÓDIGO BIP 40061965-0.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1f6a0RnuBLaQbkwMTX2RBICg93X1TOC06/view?usp=drive_link,
,psp,00978,30-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “REPOSICIÓN SEDE SOCIAL DE LA JUNTA DE VECINOS DE LOMA ALTA, COMUNA DE PINTO”, Código BIP 40050210-0.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1vQ3W5xrd5bnryJBlM3QEgpY-eBfWVImG/view?usp=drive_link,
,psp,00977,30-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “MEJORAMIENTO PLAZOLETA LAS TRANQUITAS, VALLE LAS TRANCAS, COMUNA DE PINTO”, Código BIP 40065036-0.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1unfsJ3wIFdZ2gK_7Gi2CD-1V83-jSEzp/view?usp=drive_link,
,psp,00976,30-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “INSTALACIÓN ALUMBRADO PÚBLICO CAMINO SAN IGNACIO, PEDERNALES, CAM. VECINAL, COMUNA DE PINTO”, Código BIP 40065525-0.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,p,
,cnr,00975,30-10-2024,"DESIGNA FUNCIONARIOS COMO REFERENTES TÉCNICOS – FINANCIEROS, EN CALIDAD DE TITULARES / SUPLENTES DEL GOBIERNO REGIONAL, RESPECTO DE LAS INICIATIVAS QUE SE INDICAN.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1PwZE0ZvhTTSrzbxaob8Y4ge2gofR67OX/view?usp=drive_link,
,jpch,00974,30-10-2024,"APRUEBA USO DE LA PLATAFORMA DIGITAL ""GESTOR DE ACTIVOS FIJOS - GOBIERNO REGIONAL DE ÑUBLE"". ",ALICIA CONTRERAS VIELMA,PAPEL,p,
,psp,00973,30-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “CONSTRUCCIÓN SISTEMAS DE ILUMINACIÓN DIVERSOS SECTORES COMUNA DE SAN FABIÁN”, Código BIP 40061962-0",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1BM-wbcXJon9M9d-Wz9E5pvKFsNRfGuGt/view?usp=drive_link,
,psp,00972,30-10-2024,"APRUEBA MODIFICACIÓN DE CONVENIO MANDATO DEL PROYECTO “REPOSICIÓN AMBULANCIAS APS SERVICIO DE SALUD ÑUBLE”, CÓDIGO BIP 40018095-0.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1-0X6iiYAttENVv3AsKWu-I6OnrF9RdMC/view?usp=drive_link,
,psms,00971,30-10-2024,APRUEBA LLAMADO A LICITACIÓN PÚBLICA: “ESTUDIO DE TÍTULOS Y DESLINDES FUNDO EL PLAN Y PREDIOS COLINDANTES”,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1jm6r5fr6jD2s-M9dR1Cqf8OThUVqoWeH/view?usp=drive_link,
,aam,00970,29-10-2024,EXTINGUE RECONOCIMIENTO DE ASIGNACIÓN FAMILAR DE LA FUNCIONARIA CAROLINA REYES SEPÚLVEDA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1iWkZSt6N6b0JRQ3uFd7J6vBb92zbRTUQ/view?usp=drive_link,
,veg,00969,29-10-2024,"REGULARIZA, AUTORIZA Y RECONOCE, EXCEPCIONALMENTE, LA REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y, CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIO QUE INDICA.",LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1P4iRnfVi3GoAoG_JyrASQT3R7_91iQDH/view?usp=drive_link,
,dtb,00968,29-10-2024,RESUELVE RESPECTO DE LICENCIAS MÉDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1L1ZCwqoE6Vx6bj69T8tlPWHhK9FZhsVg/view?usp=drive_link,
,dtb,00967,29-10-2024,RESUELVE RESPECTO DE LICENCIAS MÉDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1cLsIK-ToAF8AxRgScNZ6t0K9kLI6uLQY/view?usp=drive_link,
,veg,00966,28-10-2024,RESUELVE RESPECTO DE LICENCIAS MÉDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,EMAIL ,https://drive.google.com/drive/folders/1eg_yAETn--6PnlP_v-xbqT5ksXGW0urw?usp=sharing,
,jsm,00965,28-10-2024,CRÉESE LA ASIGNACIÓN PRESUPUESTARIA PARA LOS FONDOS DEL CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1PprIudQUSFUeDgQNh1xFMaCLADWxUgQG/view?usp=drive_link,
,aam,00964,28-10-2024,"AUTORIZA FUNCIONARIO ELÍAS JARA ACEVEDO, PARA ACOGERSE A TELETRABAJO EN EL GOBIERNO REGIONAL DE ÑUBLE.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1Y8ODlmYNT9QD2RMNLa3PfDa16I2rUJR0/view?usp=drive_link,
,jsm,00963,25-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DE LA INICIATIVA “NOS PREPARAMOS PARA EL CAMPEONATO NACIONAL ZONA SUR “CATEGORÍA SERIE DE HONOR”, SAN MARTÍN 2024”, CÓDIGO CVC-AD-15",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1m_08CiRWgIBm8Fw90ed-vrJt8WjAjUgM/view?usp=drive_link,
,jpch,00962,25-10-2024,APRUEBA POLÍTICA DE CALIDAD DE SERVICIO Y EXPERIENCIA USUARIA DEL GOBIERNO REGIONAL DE ÑUBLE.,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1c1yzZtMmZaX5UKXud1ZzXsRm_quojcI_/view?usp=drive_link,
,jsm,00961,25-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DE LA INICIATIVA “NACIONAL DE BASQUETBOL DAMAS SENIORS CATEGORÍA 50/69 Y 60 AÑOS Y MÁS”, CÓDIGO CVC-AD-28",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1tFxbywS-k-egU_1WcKSYSWt-JuOgPDWx/view?usp=drive_link,
,ech,00960,24-10-2024,"APRUEBA MODIFICACIÓN DE CONVENIO DE TRANSFERENCIA DEL PROYECTO “TRANSFERENCIA DE CAPACIDADES A LOS PEQUEÑOS Y MEDIANOS PRODUCTORES AGRÍCOLAS DE ÑUBLE”, CÓDIGO BIP 40045331-0",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1qNo0brQv_SUNsdWbjd50FkfQxfcqwdkP/view?usp=drive_link,
,psp,00959,24-10-2024,CRÉESE Y MODIFÍQUESE ASIGNACIONES DE INICIATIVAS DE INVERSIÓN DEL SUBTÍTULO 29 “ADQUISICIÓN DE ACTIVOS NO FINANCIEROS”.,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1FkVxG0Dboa9LJXaBvmWCFRJPi77PrDzw/view?usp=drive_link,
,psp,00958,24-10-2024,AUTORIZA UTILIZACIÓN DEL PATIO LOS NARANJOS DEL GOBIERNO REGIONAL DE ÑUBLE.,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1kRzuuABcWPxZU51iLFUyn4Bou3pvy7jZ/view?usp=drive_link,
,ech,00957,24-10-2024,APRUEBA MODIFICACIÓN DE CONVENIO DE TRANSFERENCIA DEL PROYECTO “TRANSFERENCIA DE CAPACIDADES AL EMPRESARIO PARA NUEVAS OPORTUNIDADES DE INVERSION EN ÑUBLE” CÓDIGO BIP 40043635-0,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1IZkOysEn-AkJIaRcnaedz7cc8A3JC9iT/view?usp=drive_link,
,cct,00956,24-10-2024,ENCOMIENDA FUNCIONES A LOS ASESORES JURÍDICOS DE LA UNIDAD JURÍDICA DEL GOBIERNO REGIONAL DE ÑUBLE,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1yeFohFyJrROoV7dZ0tXLzw0omkmSfiHO/view?usp=drive_link,
,jzp,00955,24-10-2024,"APRUEBA MODIFICACIÓN DE CONVENIO “PACKAGING COMPOSTABLE Y ANTIFÚNGICO PARA ARÁNDANOS”, Código BIP 40032555-0",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1DIgIuBawM2R6DX2BkgTHXHdxW7Q_BRiN/view?usp=drive_link,
,gtu,00954,24-10-2024,"INCORPÓRESE AL MARCO PRESUPUESTARIO INICIATIVAS RECOMENDADAS TÉCNICAMENTE PARA SER FINANCIADAS CON CARGO AL CONCURSO VINCULACIÓN CON LA COMUNIDAD 8% 2024, PRIVADOS.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1P4H43Irf8_32qxw7vq6wwjwWzwBv6aQH/view?usp=drive_link,
,jsm ,00953,24-10-2024,"APRUEBA CONVENIOS DE TRANSFERENCIA DE RECURSOS SUBVENCIONES FONDO SEGURIDAD CIUDADANA, SOCIAL Y DEPORTE AÑO 2024.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1ne52ZbYJZ3IMFEroI-04z8MgM9g_76ka/view?usp=drive_link,
,veg,00952,23-10-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1pru49b8qqyBXU1E5Oui8ypzpI2b5vQU2/view?usp=drive_link,
,veg,00951,23-10-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1mFZ4JgKIsguXy2uXcZHE3AB9FzC_HMuE/view?usp=drive_link,
,veg,00950,23-10-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/16obgIc9puDUQd7Y4dU30vHpHUaWjKRHo/view?usp=drive_link,
,veg,00949,23-10-2024,AUTORIZA SOLICITUD DE USO DE DESCANSO COMPLEMENTARIO A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1NWC2D0zI0L4EDVSDa5K2iZMPtba5knNy/view?usp=drive_link,
,veg,00948,23-10-2024,AUTORIZA REALIZACIÓN DE TRABAJO EXTRAORDINARIO A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1to-0zjRhVoOIORGoXLsTNV_2ZxwB80qL/view?usp=drive_link,
,aam,00947,23-10-2024,RECONOCE EL DERECHO A PERCIBIR ASIGNACIÓN DE ANTIGÜEDAD A LOS FUNCIONARIOS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1pJ3bUGr3nbBrIt5H-7Id56WnBbAG45dZ/view?usp=drive_link,
,dtb,00946,23-10-2024,RESUELVE RESPECTO A LICENCIAS MEDICAS QUE SE INDICAN,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1TPIhcdp5hAQxTPbhA2WCqW7bZx-JD-Ze/view?usp=drive_link,
,dtb,00945,23-10-2024,RESUELVE RESPECTO A LICENCIAS MEDICAS QUE SE INDICAN,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1GBJMu-UGcFC1hBlDvJSwmcpC8dXYjX35/view?usp=drive_link,
,veg,00944,23-10-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1z2esNnQ-GGHErUdS7T1PV3MvVXftCkgP/view?usp=drive_link,
,jsm ,00943,22-10-2024,"APRUEBA CONVENIOS DE TRANSFERENCIA DE RECURSOS SUBVENCIONES FONDO ADULTO MAYOR, CULTURA, DEPORTE, EQUIDAD DE GENERO Y SEGURIDAD CIUDADANA AÑO 2024.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1CteeB0ixFq4WQScUwY5m-ZPaOPYUFxA6/view?usp=drive_link,
,rep,00942,22-10-2024,APRUEBA LLAMADO A LICITACIÓN PÚBLICA: INSUMOS COMPUTACIONALES DE IMPRESIÓN N°3/2024,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1BSqhXy2j6_w4wryitXvn9ptcSufk-DHe/view?usp=drive_link,
,psp,00941,21-10-2024,AUTORIZA UTILIZACIÓN DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1xRpt0b9Mq3kQT_hssaV0pWp_ZxvtwC48/view?usp=drive_link,
,jsm ,00940,21-10-2024,"CRÉESE LA ASIGNACIÓN PRESUPUESTARIA PARA LA INICIATIVA FONDO VINCULACIÓN CON LA COMUNIDAD 8% 2024, ASIGNACIONES DIRECTAS, ACTIVIDADES NO CONCURSABLES, CÓDIGO CVC-AD-28.",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1I5Ry7VJqZf6ItbC_1uIce5RsnmoFFUcg/view?usp=drive_link,
,mqv,00939,21-10-2024,INCREMÉNTESE Y REBÁJESE LAS SIGUIENTES INICIATIVAS DE INVERSIÓN DEL SUBTÍTULO 33-03-125 “MUNICIPALIDADES - FONDO REGIONAL DE INICIATIVA LOCAL” PARA EL AÑO 2024.,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1rz_Y6nHwjaBELjEBSRN1iKyRBh1K0TEk/view?usp=drive_link,
,veg,00938,18-10-2024,AUTORIZA REALIZACIÓN DE TRABAJO EXTRAORDINARIO A FUNCIONARIOS QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1bA8WekiiUmGtzfn55Ae6KcU0ng-Dfv92/view?usp=drive_link,
,dtb,00937,18-10-2024,RESUELVE RESPECTO DE LICENCIAS MÉDICAS QUE SE INDICAN.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1k27pEAS9aNiVE0kORbcdBTUnUvnstiJA/view?usp=drive_link,
,lpo,00936,18-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DEL PROYECTO, “CONSTRUCCIÓN RECINTO DEPORTIVO Y CAMARINES CLUB DEPORTIVO ARTURO PRAT, COMUNA DE COELEMU” CÓDIGO BIP 40060783-0",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1oJpMYutkOqnJ-Y_Tcmg9AkQRAxXpc7xq/view?usp=drive_link,
,jzp ,00935,18-10-2024,"APRUEBA MODIFICACIÓN DE CONVENIO “TRANSFERENCIA GIRA Y FERIA INTERNACIONAL CHILLÁN COPENHAGUE – ALUMNOS COMUNA DE CHILLÁN”, Código BIP 40050775-0",ALICIA CONTRERAS VIELMA,EMAIL ,https://drive.google.com/file/d/12JIS2QtWUM6A8bjw0MIeaTW1Ju1y4gkW/view?usp=drive_link,
,veg,00934,18-10-2024,RECONOCE REALIZACIÓN DE TRABAJOS EXTRAORDINARIOS Y CONCEDE COMPENSACIÓN DE TIEMPO A FUNCIONARIA QUE INDICA.,LEILA GASAUI IRRIBARRA,DOC DIGITAL ,https://drive.google.com/file/d/1KiqWFzWTwBr3izGlAeICVTc4kkUAk41j/view?usp=drive_link,
,psp,00933,18-10-2024,AUTORIZA UTILIZACIÓN DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/drive/folders/1TBsXNCU_xKc7Hcz93FhdnSVxTjMIN3vR?usp=drive_link,
,psp,00932,18-10-2024,AUTORIZA UTILIZACIÓN DE LA EXPLANADA DEL GOBIERNO REGIONAL DE ÑUBLE.,ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/drive/folders/1ym4PBsI1rupCPnprDfv3nwOQjTffK4Xw?usp=drive_link,
,jsm,00931,18-10-2024,"APRUEBA CONVENIO DE TRANSFERENCIA DE RECURSOS PARA LA EJECUCIÓN DE LA INICIATIVA “RODEO DE PRIMERA CLUB PRAT DE NINHUE”, CÓDIGO CVC-AD-25",ALICIA CONTRERAS VIELMA,DOC DIGITAL ,https://drive.google.com/file/d/1KJaNKh89KIKvjiWp9t5-5MCQZB95qcxb/view?usp=drive_link,
